"","target","key_age","key_recency","key_frequency","key_monetary","key_rfm","key_is_left_handed","key_role","eg_factor_4","eg_factor_4_na","eg_factor_12","eg_factor_12_na","eg_factor_50","eg_factor_50_na","eg_binary","eg_binary_na","eg_logical","eg_logical_na","eg_continuous","eg_continuous_na","eg_cluster","eg_cluster_na","eg_integer_7","eg_integer_7_na","eg_integer_50","eg_integer_50_na","eg_character","eg_character_na","eg_long_character","eg_long_character_na","eg_date","eg_date_na"
"667","negative",23.9,25,12,1787,0.816176470588235,0,"grimpeur","dragon","dragon","cadetblue1","cadetblue1","Idaho","Idaho",1,1,FALSE,FALSE,114.951048283422,114.951048283422,30.8745444824453,30.8745444824453,59,59,3,3,"Celestial Zonetailedpigeon","Celestial Zonetailedpigeon","In vitae nullam ante,",NA,2022-02-14,2022-02-14
"668","negative",29.6,59,5,717,0.766968325791855,0,"sprinteurs","dragon","dragon","cadetblue4","cadetblue4","North Carolina",NA,0,0,FALSE,FALSE,85.5873923797277,85.5873923797277,60.01293141325,NA,59,59,4,4,"Ornithophilic Foal","Ornithophilic Foal","Mauris dapibus proin vivamus.","Mauris dapibus proin vivamus.",2021-11-06,2021-11-06
"669","negative",19.9,94,2,294,0.273755656108597,0,"grimpeur","dragon","dragon","cadetblue",NA,"North Dakota","North Dakota",1,1,TRUE,TRUE,116.075644409847,116.075644409847,50.4738514209166,50.4738514209166,47,47,17,17,"Unthankful Finwhale","Unthankful Finwhale","Nunc vivamus varius. Eros","Nunc vivamus varius. Eros",2021-07-29,2021-07-29
"670","negative",29,NA,NA,NA,NA,0,"rouleur","raccoon","raccoon","chartreuse1","chartreuse1","New York","New York",1,1,FALSE,FALSE,70.0799580214022,70.0799580214022,40.9744705939665,NA,61,61,13,13,"Androgynous Tuatara",NA,"At maecenas, orci, a","At maecenas, orci, a",2021-11-06,NA
"671","negative",27.8,NA,NA,NA,NA,0,"sprinteurs","fish","fish","burlywood","burlywood","Oklahoma","Oklahoma",0,0,TRUE,TRUE,104.808324996178,104.808324996178,30.5262642670423,NA,61,61,15,15,"Organizational Xuanhuasaurus","Organizational Xuanhuasaurus","Velit, natoque lorem ut","Velit, natoque lorem ut",2021-07-29,2021-07-29
"672","negative",22.6,79,5,2087,0.938914027149321,0,"domestique","fish","fish","cadetblue3",NA,"Maryland","Maryland",0,0,FALSE,FALSE,88.0141668709197,88.0141668709197,50.6617876349483,50.6617876349483,47,47,26,26,"Lumpy Juliabutterfly","Lumpy Juliabutterfly","Ex odio, porttitor arcu",NA,2021-11-06,2021-11-06
"673","negative",37,34,2,346,0.170814479638009,0,"gc","fish","fish","cadetblue1","cadetblue1","Virginia","Virginia",0,0,FALSE,FALSE,151.55487548739,151.55487548739,40.9584819017909,40.9584819017909,61,61,11,NA,"Defensive Hoverfly","Defensive Hoverfly","Phasellus ante ex, morbi","Phasellus ante ex, morbi",2022-02-14,2022-02-14
"674","negative",37.6,2,5,2056,0.664592760180995,0,"grimpeur","dragon","dragon","chartreuse1","chartreuse1","Montana","Montana",1,1,FALSE,FALSE,146.734610907792,146.734610907792,60.5601841637399,60.5601841637399,47,47,36,36,"Naptunium Wryneck","Naptunium Wryneck","Ad ante mattis egestas","Ad ante mattis egestas",2022-02-14,NA
"675","negative",23.2,20,5,2032,0.744343891402715,0,"domestique","raccoon","raccoon","burlywood2","burlywood2","Georgia","Georgia",0,0,FALSE,FALSE,142.782487773664,142.782487773664,30.9456666919868,30.9456666919868,47,47,29,29,"Insectile Wryneck","Insectile Wryneck","Torquent lacus etiam himenaeos,","Torquent lacus etiam himenaeos,",2021-11-06,NA
"676","negative",29.6,NA,NA,NA,NA,0,"domestique","dragon","dragon","cadetblue2",NA,"Minnesota","Minnesota",1,1,TRUE,TRUE,126.595396343817,126.595396343817,60.5629372531548,NA,73,73,20,20,"Quasiabsolute Norwayrat","Quasiabsolute Norwayrat","Egestas, eleifend facilisi amet","Egestas, eleifend facilisi amet",2021-11-06,2021-11-06
"677","negative",26.7,216,4,583,0.929298642533937,0,"grimpeur","dragon","dragon","burlywood","burlywood","Ohio","Ohio",1,1,TRUE,TRUE,94.0875382068179,94.0875382068179,30.3906536945142,30.3906536945142,71,71,41,41,"Complexionless Stagbeetle","Complexionless Stagbeetle","Sapien faucibus nec tortor",NA,2021-04-20,2021-04-20
"678","negative",24.7,17,12,1838,0.782805429864253,0,"grimpeur","fish","fish","cadetblue4","cadetblue4","New Hampshire","New Hampshire",0,0,FALSE,FALSE,126.236546164749,126.236546164749,10.9660375667736,10.9660375667736,61,61,4,4,"Symbiotic Bellsnake","Symbiotic Bellsnake","Libero vulputate aliquet molestie","Libero vulputate aliquet molestie",2021-11-06,2021-11-06
"679","negative",26.1,65,4,556,0.669683257918552,0,"sprinteurs","raccoon","raccoon","burlywood1","burlywood1","Texas","Texas",1,1,FALSE,FALSE,149.06006076808,149.06006076808,70.9605267441366,70.9605267441366,61,NA,26,26,"Lacquer Chamois","Lacquer Chamois","Amet mauris quis cras","Amet mauris quis cras",2021-04-20,NA
"680","negative",32.8,124,2,1745,0.639705882352941,0,"gc","dragon","dragon","burlywood","burlywood","Virginia","Virginia",0,0,FALSE,FALSE,77.6995310808112,77.6995310808112,30.9996467812452,30.9996467812452,59,59,38,38,"Reclinable Neonrainbowfish","Reclinable Neonrainbowfish","Ut massa habitant sollicitudin,","Ut massa habitant sollicitudin,",2022-02-14,2022-02-14
"681","negative",44.4,142,4,2187,0.969457013574661,0,"domestique","raccoon","raccoon","burlywood","burlywood","Washington",NA,0,0,FALSE,FALSE,115.091773964126,115.091773964126,40.1125349621288,40.1125349621288,53,53,34,34,"Pseudonational Quahog","Pseudonational Quahog","Vestibulum posuere ut donec","Vestibulum posuere ut donec",2022-02-14,2022-02-14
"682","negative",29.2,87,3,450,0.54524886877828,0,"grimpeur","dragon","dragon","cadetblue2","cadetblue2","Colorado","Colorado",1,1,FALSE,FALSE,112.807214027681,112.807214027681,40.3565454408526,40.3565454408526,73,73,44,44,"Psychoneurotic Vireo","Psychoneurotic Vireo","Ipsum tempus diam maecenas","Ipsum tempus diam maecenas",2021-11-06,2021-11-06
"683","negative",21.6,NA,NA,NA,NA,0,"grimpeur","fish","fish","cadetblue4","cadetblue4","Pennsylvania","Pennsylvania",1,1,TRUE,TRUE,103.323415925007,NA,10.6445398500655,10.6445398500655,61,61,16,16,"Semiround Centipede","Semiround Centipede","Sapien netus adipiscing at","Sapien netus adipiscing at",2022-02-14,2022-02-14
"684","negative",34.9,1,7,3750,0.744909502262443,0,"gc","dragon","dragon","chartreuse1","chartreuse1","South Carolina",NA,1,NA,TRUE,TRUE,162.493270237307,162.493270237307,10.1845791707747,NA,61,61,3,3,"Antimorality Indianrhinoceros",NA,"Purus pharetra facilisis egestas","Purus pharetra facilisis egestas",2022-02-14,NA
"685","negative",25.2,35,2,17318,0.535067873303167,0,"grimpeur","raccoon","raccoon","cadetblue1","cadetblue1","South Dakota","South Dakota",0,0,TRUE,TRUE,146.360010149989,NA,20.5869308202527,20.5869308202527,61,61,36,36,"Responsive Lamprey","Responsive Lamprey","Massa dictum in conubia","Massa dictum in conubia",2022-02-14,2022-02-14
"686","negative",36.9,28,4,634,0.572398190045249,0,"grimpeur","dog","dog","cadetblue3","cadetblue3","Wyoming","Wyoming",0,0,FALSE,FALSE,73.7160932404114,73.7160932404114,70.8390533945058,70.8390533945058,67,67,5,5,"Disillusioned Annelida","Disillusioned Annelida","Massa porta mi id.","Massa porta mi id.",2021-11-06,2021-11-06
"687","positive",86.8,NA,NA,NA,NA,1,"domestique","dragon","dragon","chartreuse1","chartreuse1","Maryland","Maryland",1,1,FALSE,FALSE,132.733001645139,NA,10.5944185620174,10.5944185620174,71,NA,39,NA,"Armless Horsechestnutleafminer",NA,"Lorem auctor ut sit,","Lorem auctor ut sit,",2022-02-14,2022-02-14
"688","negative",18.4,4,14,3515,0.798642533936652,0,"domestique","dog",NA,"burlywood2","burlywood2","Louisiana",NA,1,1,FALSE,FALSE,82.9926109254877,82.9926109254877,10.3617762967478,10.3617762967478,61,61,21,21,"Goosebumpy Zethuswasp","Goosebumpy Zethuswasp","Eget donec varius metus","Eget donec varius metus",2021-11-06,NA
"689","negative",32.1,160,3,477,0.714932126696833,0,"grimpeur","fish","fish","cadetblue1","cadetblue1","Nevada","Nevada",0,0,TRUE,TRUE,146.685217629333,146.685217629333,40.5783111182973,40.5783111182973,73,73,37,37,"Airworthy Clumber","Airworthy Clumber","Fermentum dolor velit at",NA,2022-02-14,2022-02-14
"690","negative",31.1,10,3,1680,0.449095022624434,0,"sprinteurs","raccoon","raccoon","cadetblue1","cadetblue1","West Virginia","West Virginia",0,0,FALSE,FALSE,78.7680445214044,78.7680445214044,40.0629613071214,40.0629613071214,67,67,22,NA,"Quasiroyal Azurewingedmagpie","Quasiroyal Azurewingedmagpie","Fermentum velit ligula nulla,","Fermentum velit ligula nulla,",2021-11-06,2021-11-06
"691","negative",39.1,153,2,3317,0.769796380090498,0,"sprinteurs","dragon","dragon","burlywood","burlywood","West Virginia",NA,1,1,FALSE,FALSE,84.0122915873384,NA,30.6430471099447,30.6430471099447,73,73,4,4,"Wearied Indusriverdolphin","Wearied Indusriverdolphin","Aptent dui etiam ligula,","Aptent dui etiam ligula,",2021-04-20,2021-04-20
"692","negative",41.5,124,1,153,0.104638009049774,0,"grimpeur","dragon","dragon","cadetblue2","cadetblue2","New Hampshire","New Hampshire",0,0,TRUE,TRUE,81.7735311935726,81.7735311935726,30.8248281450942,30.8248281450942,61,61,43,43,"Amphitheatrical Malamute",NA,"Egestas libero, dapibus risus","Egestas libero, dapibus risus",2021-07-29,2021-07-29
"693","negative",43.1,41,1,143,0.0169683257918552,1,"domestique","raccoon","raccoon","chartreuse1","chartreuse1","Florida","Florida",0,0,FALSE,FALSE,94.8025338358327,94.8025338358327,40.2708653686568,NA,71,71,18,18,"Deserted Falcon","Deserted Falcon","Eget nec, velit, sed","Eget nec, velit, sed",2022-02-14,2022-02-14
"694","negative",29.4,156,1,123,0.0944570135746606,0,"grimpeur","dragon",NA,"cadetblue3","cadetblue3","Wyoming","Wyoming",1,1,TRUE,TRUE,73.8949131108181,73.8949131108181,70.5098272610921,70.5098272610921,53,53,27,27,"Dirtyfaced Xuanhuasaurus","Dirtyfaced Xuanhuasaurus","Tristique a in aenean","Tristique a in aenean",2021-11-06,2021-11-06
"695","negative",25.9,171,1,157,0.164592760180995,0,"grimpeur","raccoon","raccoon","burlywood","burlywood","South Carolina","South Carolina",1,1,FALSE,FALSE,113.052862591893,113.052862591893,10.4200492855161,10.4200492855161,71,71,8,8,"Solar Poodle",NA,"Vel ad nam justo.","Vel ad nam justo.",2021-07-29,2021-07-29
"696","negative",36.8,NA,NA,NA,NA,0,"grimpeur","dragon","dragon","chartreuse","chartreuse","Iowa","Iowa",1,NA,FALSE,FALSE,138.070796796784,138.070796796784,40.4435949639883,40.4435949639883,61,61,13,13,"Subdivine Raven","Subdivine Raven","In per sed taciti","In per sed taciti",2022-02-14,2022-02-14
"697","negative",41.4,80,1,148,0.0441176470588235,0,"grimpeur","fish","fish","burlywood","burlywood","Ohio","Ohio",1,1,TRUE,TRUE,140.743786515041,NA,60.6827929336578,60.6827929336578,47,47,17,NA,"Antinihilistic Erin","Antinihilistic Erin","Mauris at vel ipsum","Mauris at vel ipsum",2021-11-06,2021-11-06
"698","negative",16.6,69,4,642,0.705882352941177,0,"domestique","raccoon","raccoon","cadetblue4","cadetblue4","Pennsylvania","Pennsylvania",0,NA,FALSE,FALSE,135.963399036843,135.963399036843,10.0018719155341,10.0018719155341,73,73,26,26,"Stubborn Rabbit","Stubborn Rabbit","Cras netus nam luctus","Cras netus nam luctus",2021-11-06,2021-11-06
"699","negative",29.4,30,1,163,0.0209276018099547,0,"gc","dragon","dragon","burlywood2","burlywood2","North Carolina","North Carolina",0,0,TRUE,TRUE,90.0678217764305,90.0678217764305,10.0120257933158,10.0120257933158,71,71,27,27,"Mature Hornedtoad","Mature Hornedtoad","Amet, urna lacus erat","Amet, urna lacus erat",2021-11-06,2021-11-06
"700","negative",38.1,211,2,302,0.481900452488688,0,"domestique","fish","fish","cadetblue","cadetblue","Mississippi","Mississippi",0,0,TRUE,TRUE,145.699060878941,145.699060878941,60.5288611529395,60.5288611529395,47,47,38,38,"Creaturely Buckeyebutterfly","Creaturely Buckeyebutterfly","Ullamcorper eu imperdiet in",NA,2021-07-29,2021-07-29
"701","negative",25.4,107,1,142,0.0571266968325792,0,"grimpeur","dragon","dragon","chartreuse1","chartreuse1","Connecticut","Connecticut",0,0,TRUE,TRUE,76.4027541347852,76.4027541347852,70.6400697813369,70.6400697813369,67,67,40,40,"Valuable Polliwog","Valuable Polliwog","In imperdiet, duis eu","In imperdiet, duis eu",2021-11-06,2021-11-06
"702","negative",38.3,1,47,40952,0.857466063348416,0,"domestique","dragon","dragon","cadetblue3",NA,"Oregon","Oregon",0,0,FALSE,FALSE,146.714327710724,146.714327710724,30.6545653089415,30.6545653089415,53,53,20,20,"Agrostological Titmouse","Agrostological Titmouse","Neque erat scelerisque turpis.","Neque erat scelerisque turpis.",2022-02-14,2022-02-14
"703","negative",48.2,NA,NA,NA,NA,0,"domestique","fish","fish","cadetblue4","cadetblue4","Tennessee","Tennessee",0,NA,FALSE,FALSE,143.657219774505,143.657219774505,60.9934862018563,60.9934862018563,47,47,6,6,"Useless Fluke","Useless Fluke","Ipsum at pellentesque in","Ipsum at pellentesque in",2022-02-14,2022-02-14
"704","negative",26,62,3,1701,0.660067873303167,0,"domestique","dragon","dragon","cadetblue2","cadetblue2","Georgia","Georgia",0,0,TRUE,TRUE,131.31140506084,131.31140506084,50.3796212906018,50.3796212906018,73,73,1,1,"Northmost Deermouse","Northmost Deermouse","Placerat mollis suspendisse senectus,","Placerat mollis suspendisse senectus,",2022-02-14,2022-02-14
"705","positive",67.3,26,11,2776,0.884049773755656,1,"grimpeur","fish","fish","burlywood3",NA,"Illinois","Illinois",0,NA,TRUE,TRUE,125.624975344582,125.624975344582,60.3266539017204,60.3266539017204,59,59,31,31,"Fervid Prawn","Fervid Prawn","At interdum consectetur et","At interdum consectetur et",2021-11-06,2021-11-06
"706","negative",20.8,248,1,145,0.209276018099548,0,"domestique","raccoon","raccoon","burlywood2","burlywood2","Kansas","Kansas",0,0,TRUE,TRUE,67.7470285690233,67.7470285690233,70.7751372882631,NA,61,61,38,38,"Distasteful Doe","Distasteful Doe","Hac nullam sed in","Hac nullam sed in",2021-07-29,2021-07-29
"707","negative",36.6,134,3,1628,0.797511312217195,1,"rouleur","fish",NA,"cadetblue2","cadetblue2","Wyoming","Wyoming",0,0,TRUE,TRUE,150.498206280731,150.498206280731,50.6670106982347,50.6670106982347,73,73,39,39,"Bloodthirsty Fireant","Bloodthirsty Fireant","Non volutpat suspendisse eleifend","Non volutpat suspendisse eleifend",2021-11-06,2021-11-06
"708","negative",24,123,4,659,0.834276018099548,0,"domestique","fish","fish","chartreuse","chartreuse","Wisconsin","Wisconsin",0,0,FALSE,FALSE,145.090953238128,145.090953238128,70.1469651858788,NA,47,47,17,17,"Gleesome Limpkin","Gleesome Limpkin","Laoreet phasellus nisi pharetra","Laoreet phasellus nisi pharetra",2021-07-29,2021-07-29
"709","negative",40.8,6,17,6704,0.84841628959276,0,"puncheur","fish","fish","cadetblue2","cadetblue2","New Hampshire","New Hampshire",0,0,TRUE,TRUE,118.884623893084,118.884623893084,10.9450626149774,10.9450626149774,59,59,5,5,"Psychometrical Commongonolek","Psychometrical Commongonolek","Egestas urna ipsum sapien.","Egestas urna ipsum sapien.",2021-07-29,2021-07-29
"710","negative",24.6,355,1,1544,0.68947963800905,0,"domestique","dragon","dragon","burlywood","burlywood","Oregon","Oregon",0,0,FALSE,FALSE,148.862090000246,148.862090000246,70.3722665072419,70.3722665072419,47,47,33,33,"Overconfident Indianjackal","Overconfident Indianjackal","Pellentesque dui convallis. Lacinia","Pellentesque dui convallis. Lacinia",2022-02-14,2022-02-14
"711","negative",39.6,21,3,1603,0.490950226244344,0,"grimpeur","raccoon","raccoon","burlywood3","burlywood3","New Mexico","New Mexico",1,1,TRUE,TRUE,123.44321951752,123.44321951752,40.8309377874248,40.8309377874248,53,53,12,12,"Superserious Stonefly","Superserious Stonefly","Convallis in et donec","Convallis in et donec",2021-07-29,NA
"712","negative",41.1,205,2,313,0.499434389140271,0,"puncheur","raccoon","raccoon","cadetblue1","cadetblue1","Idaho","Idaho",0,0,TRUE,TRUE,169.648955299649,169.648955299649,50.082896422362,50.082896422362,67,67,47,47,"Abiotic Swan","Abiotic Swan","Nibh vel auctor ac",NA,2021-11-06,2021-11-06
"713","negative",27.5,NA,NA,NA,NA,0,"puncheur","dragon","dragon","burlywood2","burlywood2","New Jersey","New Jersey",1,1,TRUE,TRUE,134.527717711257,NA,60.7641396748368,60.7641396748368,71,71,11,11,"Trustful Fairybluebird","Trustful Fairybluebird","Non neque, convallis ornare.","Non neque, convallis ornare.",2021-11-06,2021-11-06
"714","negative",16.1,64,1,140,0.0316742081447964,0,"gc","dragon","dragon","burlywood","burlywood","Colorado","Colorado",0,NA,TRUE,TRUE,90.7083384481951,90.7083384481951,50.6969824880362,50.6969824880362,59,59,5,5,"Forthcoming Bream","Forthcoming Bream","Sociis vestibulum arcu convallis,","Sociis vestibulum arcu convallis,",2021-11-06,2021-11-06
"715","negative",21,NA,NA,NA,NA,0,"domestique","dragon","dragon","burlywood2","burlywood2","South Carolina","South Carolina",0,0,FALSE,FALSE,131.594887864823,131.594887864823,20.960657364456,20.960657364456,73,73,33,NA,"Ingenuous Ray","Ingenuous Ray","Sed tincidunt nascetur. Porta,","Sed tincidunt nascetur. Porta,",2021-11-06,2021-11-06
"716","negative",16.8,77,3,490,0.563348416289593,0,"grimpeur","fish","fish","chartreuse1","chartreuse1","Montana","Montana",0,NA,TRUE,TRUE,104.309886709742,NA,60.761342311278,60.761342311278,59,59,21,21,"Intraspinal Grayreefshark","Intraspinal Grayreefshark","Lorem sollicitudin et ac","Lorem sollicitudin et ac",2021-07-29,2021-07-29
"717","negative",34.7,20,3,1822,0.523755656108597,0,"domestique","fish","fish","burlywood2","burlywood2","West Virginia","West Virginia",0,0,TRUE,TRUE,111.295593696882,111.295593696882,70.3842120303307,70.3842120303307,71,71,18,18,"Indigenous Zopilote","Indigenous Zopilote","Enim curabitur in amet","Enim curabitur in amet",2021-11-06,2021-11-06
"718","positive",58.5,20,1,142,0.00678733031674208,0,"sprinteurs","raccoon","raccoon","chartreuse1","chartreuse1","Connecticut",NA,1,NA,FALSE,FALSE,115.472735526456,115.472735526456,70.2115371802356,70.2115371802356,61,61,2,2,"Illtempered Hartebeest","Illtempered Hartebeest","Nulla proin sapien urna","Nulla proin sapien urna",2021-11-06,2021-11-06
"719","negative",34.6,247,3,2064,0.967194570135747,0,"domestique","dragon","dragon","burlywood","burlywood","New York","New York",0,0,TRUE,TRUE,107.750892639986,107.750892639986,60.255261761602,NA,53,53,34,NA,"Loverless Tigershark","Loverless Tigershark","Nunc arcu parturient. Sed","Nunc arcu parturient. Sed",2021-11-06,2021-11-06
"720","negative",44.9,27,3,1638,0.524321266968326,0,"gc","fish","fish","burlywood4","burlywood4","Minnesota","Minnesota",0,0,FALSE,FALSE,125.208080243811,125.208080243811,20.2668265672401,NA,47,47,41,41,"Frightenable Duck","Frightenable Duck","Quis risus, class nunc","Quis risus, class nunc",2021-11-06,2021-11-06
"721","negative",38.9,73,6,1002,0.868212669683258,0,"domestique","fish","fish","chartreuse","chartreuse","South Carolina","South Carolina",1,1,FALSE,FALSE,88.3333158109513,NA,30.1056713024154,30.1056713024154,53,53,5,5,"Deformative Galago","Deformative Galago","Sed nec dictum, litora,","Sed nec dictum, litora,",2022-02-14,2022-02-14
"722","negative",47.5,35,3,485,0.431561085972851,0,"grimpeur","dragon","dragon","cadetblue3","cadetblue3","Utah","Utah",0,0,FALSE,FALSE,170.2934644571,NA,30.8707206218969,30.8707206218969,73,73,36,NA,"Unlegal Harlequinbug","Unlegal Harlequinbug","Vehicula cras donec venenatis","Vehicula cras donec venenatis",2021-07-29,2021-07-29
"723","negative",28.1,47,4,589,0.622737556561086,0,"puncheur","fish","fish","chartreuse","chartreuse","Ohio","Ohio",1,1,FALSE,FALSE,106.164091443899,106.164091443899,70.7254793923348,70.7254793923348,53,53,39,39,"Mere Adamsstaghornedbeetle","Mere Adamsstaghornedbeetle","Magnis hendrerit odio etiam","Magnis hendrerit odio etiam",2021-11-06,2021-11-06
